Id Marker Vertices Edges
194 4 118 47 89 312 312 139
195 2 119 67 55 313 314 187
196 2 119 55 10 315 315 186
197 2 120 12 46 316 317 45
198 2 120 44 42 318 318 87
199 2 121 67 65 319 320 168
200 2 121 61 55 321 321 186
201 2 122 70 52 322 323 159
202 3 122 97 68 324 324 35
203 3 131 43 131 347 325 0
204 3 123 91 15 327 327 0
205 2 124 69 68 328 329 36
206 2 124 81 57 330 330 198
207 2 125 80 79 331 332 213
208 2 125 79 39 333 333 211
209 2 126 20 16 334 335 26
210 2 126 16 9 336 336 70
211 2 127 39 77 337 338 69
212 3 128 92 19 339 340 243
213 3 129 91 38 341 342 240
214 4 130 123 15 343 344 327
215 3 131 15 43 345 346 0
216 4 131 43 123 347 347 2
217 2 132 36 16 348 349 59
218 2 132 16 1 350 350 57
219 2 133 17 9 351 352 23
220 2 133 43 15 353 353 61
221 2 134 17 14 354 355 24
222 2 134 37 16 356 356 49
223 2 135 87 84 357 358 227
224 2 135 84 3 359 359 225
225 2 136 82 79 360 361 218
226 2 136 79 2 362 362 216
227 2 137 9 21 363 364 71
228 2 137 26 20 365 365 70
229 2 138 6 24 366 367 81
230 2 138 26 22 368 368 12
231 2 139 17 15 369 370 24
232 2 139 15 14 371 371 23
233 2 140 75 76 372 373 111
234 2 140 76 35 374 374 209
235 2 141 66 64 375 376 183
236 2 141 64 35 377 377 109
237 2 142 66 61 378 379 169
238 2 142 65 5 380 380 181
239 2 143 68 11 381 382 155
240 2 143 11 81 383 383 174
241 2 144 65 63 384 385 168
242 3 144 102 67 386 386 167
