Id Marker Vertices Edges
0 1 6 5 0 12 0 2
1 1 5 3 0 7 2 4
2 1 6 4 0 11 0 5
3 1 5 3 2 7 8 3
4 1 6 2 1 9 10 1
5 1 6 4 1 11 10 6
6 1 6 5 2 12 8 9
