Id Marker Origin End
0 0 6 0
1 5 1 2
2 0 5 0
3 5 2 3
4 5 0 3
5 5 0 4
6 5 4 1
7 0 5 3
8 0 5 2
9 0 6 2
10 0 6 1
11 0 6 4
12 0 6 5
